21,0.024973262,0.024973262,0.024973262,0.024973262,0.171231258,0.171231258,0.171231258,0.171231258,0.165230956,0.165230956,0.165230956,0.165230956,,0.120478492,0.020375174,0.070581675,12
22,0.013308763,0.013308763,0.013308763,0.013308763,0.139574379,0.139574379,0.139574379,0.139574379,0.121034108,0.121034108,0.121034108,0.121034108,,0.09130575,0.016784883,0.05814454,12
23,0.08212451,0.08212451,0.08212451,0.08212451,0.112369155,0.112369155,0.112369155,0.112369155,0.045192112,0.045192112,0.045192112,0.045192112,,0.079895259,0.00828257,0.028691664,12
24,0.224217865,0.224217865,0.224217865,0.224217865,0.110083685,0.110083685,0.110083685,0.110083685,0.062414244,0.062414244,0.062414244,0.062414244,,0.132238598,0.020469094,0.070907023,12
25,0.138133823,0.138133823,0.138133823,0.138133823,-0.07274238,-0.07274238,-0.07274238,-0.07274238,-0.117301343,-0.117301343,-0.117301343,-0.117301343,,-0.0173033,0.033590132,0.11635963,12
26,0.21542145,0.21542145,0.21542145,0.21542145,-0.062610326,-0.062610326,-0.062610326,-0.062610326,-0.00779621,-0.00779621,-0.00779621,-0.00779621,,0.048338305,0.036255599,0.12559308,12
27,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
28,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
29,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
30,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
31,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
32,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
33,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
34,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
35,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
36,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
37,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
38,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
39,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
40,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
41,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
42,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
43,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
44,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
45,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
46,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
47,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
48,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
49,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
50,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
51,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
52,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
53,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
54,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
55,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
56,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
57,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
58,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
59,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
60,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
61,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
62,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
63,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
64,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
65,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
66,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
67,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
68,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
69,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
70,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
71,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
72,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
73,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
74,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
75,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
76,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
77,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
78,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
79,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
80,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
81,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
82,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
83,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
84,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
85,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
86,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
87,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
88,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
89,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
90,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
91,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
92,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
93,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
94,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
95,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
96,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
97,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
98,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
99,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
100,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12
